,file_path,emotion,emotional_intensity
7677,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITS_HAP_XX.wav,happy,2
7678,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITS_FEA_XX.wav,fearful,2
7679,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITH_HAP_XX.wav,happy,2
7680,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITH_SAD_XX.wav,sad,2
7681,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITH_NEU_XX.wav,neutral,2
7682,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITH_DIS_XX.wav,disgust,2
7683,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITH_FEA_XX.wav,fearful,2
7684,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITS_NEU_XX.wav,neutral,2
7685,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_HAP_XX.wav,happy,2
7686,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_FEA_XX.wav,fearful,2
7687,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_HAP_XX.wav,happy,2
7688,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_ANG_XX.wav,angry,2
7689,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_NEU_XX.wav,neutral,2
7690,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_FEA_XX.wav,fearful,2
7691,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_DIS_XX.wav,disgust,2
7692,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_DIS_XX.wav,disgust,2
7693,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_SAD_XX.wav,sad,2
7694,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWL_ANG_XX.wav,angry,2
7695,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_ITS_SAD_XX.wav,sad,2
7696,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_NEU_XX.wav,neutral,2
7697,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_DIS_XX.wav,disgust,2
7698,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_DIS_XX.wav,disgust,2
7699,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_FEA_XX.wav,fearful,2
7700,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_NEU_XX.wav,neutral,2
7701,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_ANG_XX.wav,angry,2
7702,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_HAP_XX.wav,happy,2
7703,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TAI_SAD_XX.wav,sad,2
7704,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_HAP_XX.wav,happy,2
7705,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_ANG_XX.wav,angry,2
7706,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_IWW_SAD_XX.wav,sad,2
7707,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_NEU_XX.wav,neutral,2
7708,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_FEA_XX.wav,fearful,2
7709,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_SAD_XX.wav,sad,2
7710,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_FEA_XX.wav,fearful,2
7711,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_DIS_XX.wav,disgust,2
7712,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_NEU_XX.wav,neutral,2
7713,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_ANG_XX.wav,angry,2
7714,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_ANG_XX.wav,angry,2
7715,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TIE_SAD_XX.wav,sad,2
7716,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_HAP_XX.wav,happy,2
7717,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_DIS_XX.wav,disgust,2
7718,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_NEU_XX.wav,neutral,2
7719,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_HAP_XX.wav,happy,2
7720,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_ANG_XX.wav,angry,2
7721,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_FEA_XX.wav,fearful,2
7722,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_WSI_FEA_XX.wav,fearful,2
7723,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_SAD_XX.wav,sad,2
7724,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1009_TSI_DIS_XX.wav,disgust,2
7725,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_DIS_LO.wav,disgust,1
7726,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_NEU_XX.wav,neutral,2
7727,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_ANG_LO.wav,angry,1
7728,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_ANG_MD.wav,angry,2
7729,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_HAP_LO.wav,happy,1
7730,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_FEA_MD.wav,fearful,2
7731,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_HAP_HI.wav,happy,3
7732,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_HAP_XX.wav,happy,2
7733,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_FEA_HI.wav,fearful,3
7734,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_HAP_MD.wav,happy,2
7735,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_DFA_SAD_XX.wav,sad,2
7736,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_DIS_MD.wav,disgust,2
7737,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_DIS_HI.wav,disgust,3
7738,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_NEU_XX.wav,neutral,2
7739,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_ANG_HI.wav,angry,3
7740,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_FEA_LO.wav,fearful,1
7741,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_ANG_XX.wav,angry,2
7742,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_NEU_XX.wav,neutral,2
7743,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_DIS_XX.wav,disgust,2
7744,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_HAP_XX.wav,happy,2
7745,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_DIS_XX.wav,disgust,2
7746,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_FEA_XX.wav,fearful,2
7747,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_SAD_LO.wav,sad,1
7748,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_SAD_HI.wav,sad,3
7749,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_HAP_XX.wav,happy,2
7750,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IEO_SAD_MD.wav,sad,2
7751,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_ANG_XX.wav,angry,2
7752,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_SAD_XX.wav,sad,2
7753,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_NEU_XX.wav,neutral,2
7754,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IOM_FEA_XX.wav,fearful,2
7755,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_HAP_XX.wav,happy,2
7756,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_DIS_XX.wav,disgust,2
7757,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_ANG_XX.wav,angry,2
7758,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_FEA_XX.wav,fearful,2
7759,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_DIS_XX.wav,disgust,2
7760,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_FEA_XX.wav,fearful,2
7761,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_NEU_XX.wav,neutral,2
7762,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWL_SAD_XX.wav,sad,2
7763,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_SAD_XX.wav,sad,2
7764,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_ANG_XX.wav,angry,2
7765,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_NEU_XX.wav,neutral,2
7766,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_DIS_XX.wav,disgust,2
7767,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_FEA_XX.wav,fearful,2
7768,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITS_HAP_XX.wav,happy,2
7769,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_ANG_XX.wav,angry,2
7770,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_ITH_SAD_XX.wav,sad,2
7771,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_DIS_XX.wav,disgust,2
7772,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_FEA_XX.wav,fearful,2
7773,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_ANG_XX.wav,angry,2
7774,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_SAD_XX.wav,sad,2
7775,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_NEU_XX.wav,neutral,2
7776,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_IWW_HAP_XX.wav,happy,2
7777,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_NEU_XX.wav,neutral,2
7778,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_SAD_XX.wav,sad,2
7779,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_ANG_XX.wav,angry,2
7780,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_DIS_XX.wav,disgust,2
7781,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_HAP_XX.wav,happy,2
7782,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_NEU_XX.wav,neutral,2
7783,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_MTI_HAP_XX.wav,happy,2
7784,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_FEA_XX.wav,fearful,2
7785,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_ANG_XX.wav,angry,2
7786,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_ANG_XX.wav,angry,2
7787,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_HAP_XX.wav,happy,2
7788,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TAI_SAD_XX.wav,sad,2
7789,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_NEU_XX.wav,neutral,2
7790,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_HAP_XX.wav,happy,2
7791,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_ANG_XX.wav,angry,2
7792,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_DIS_XX.wav,disgust,2
7793,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_FEA_XX.wav,fearful,2
7794,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_FEA_XX.wav,fearful,2
7795,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_DIS_XX.wav,disgust,2
7796,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TSI_SAD_XX.wav,sad,2
7797,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_NEU_XX.wav,neutral,2
7798,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_TIE_SAD_XX.wav,sad,2
7799,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_DIS_LO.wav,disgust,1
7800,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_DIS_MD.wav,disgust,2
7801,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_DIS_HI.wav,disgust,3
7802,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_SAD_XX.wav,sad,2
7803,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_ANG_MD.wav,angry,2
7804,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_DIS_XX.wav,disgust,2
7805,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_FEA_XX.wav,fearful,2
7806,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_HAP_XX.wav,happy,2
7807,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_FEA_XX.wav,fearful,2
7808,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_FEA_HI.wav,fearful,3
7809,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_DIS_XX.wav,disgust,2
7810,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_ANG_XX.wav,angry,2
7811,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_NEU_XX.wav,neutral,2
7812,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_HAP_XX.wav,happy,2
7813,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_ANG_HI.wav,angry,3
7814,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_ANG_LO.wav,angry,1
7815,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_DFA_SAD_XX.wav,sad,2
7816,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1010_WSI_NEU_XX.wav,neutral,2
7817,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_SAD_XX.wav,sad,2
7818,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_ANG_XX.wav,angry,2
7819,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_FEA_XX.wav,fearful,2
7820,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_DIS_XX.wav,disgust,2
7821,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_FEA_LO.wav,fearful,1
7822,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_NEU_XX.wav,neutral,2
7823,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_HAP_MD.wav,happy,2
7824,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_HAP_XX.wav,happy,2
7825,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_HAP_HI.wav,happy,3
7826,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_SAD_HI.wav,sad,3
7827,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_NEU_XX.wav,neutral,2
7828,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_ANG_XX.wav,angry,2
7829,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_FEA_MD.wav,fearful,2
7830,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_FEA_XX.wav,fearful,2
7831,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_SAD_LO.wav,sad,1
7832,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IOM_DIS_XX.wav,disgust,2
7833,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_HAP_LO.wav,happy,1
7834,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IEO_SAD_MD.wav,sad,2
7835,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_HAP_XX.wav,happy,2
7836,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_SAD_XX.wav,sad,2
7837,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_DIS_XX.wav,disgust,2
7838,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_ANG_XX.wav,angry,2
7839,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_HAP_XX.wav,happy,2
7840,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_ANG_XX.wav,angry,2
7841,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_FEA_XX.wav,fearful,2
7842,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_SAD_XX.wav,sad,2
7843,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITH_NEU_XX.wav,neutral,2
7844,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_HAP_XX.wav,happy,2
7845,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_ITS_NEU_XX.wav,neutral,2
7846,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_DIS_XX.wav,disgust,2
7847,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_NEU_XX.wav,neutral,2
7848,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_FEA_XX.wav,fearful,2
7849,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_DIS_XX.wav,disgust,2
7850,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWL_SAD_XX.wav,sad,2
7851,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_NEU_XX.wav,neutral,2
7852,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_HAP_XX.wav,happy,2
7853,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_SAD_XX.wav,sad,2
7854,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_HAP_XX.wav,happy,2
7855,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_ANG_XX.wav,angry,2
7856,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_ANG_XX.wav,angry,2
7857,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_FEA_XX.wav,fearful,2
7858,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_DIS_XX.wav,disgust,2
7859,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_IWW_FEA_XX.wav,fearful,2
7860,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_DIS_XX.wav,disgust,2
7861,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_HAP_XX.wav,happy,2
7862,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_DIS_XX.wav,disgust,2
7863,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_NEU_XX.wav,neutral,2
7864,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_SAD_XX.wav,sad,2
7865,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_FEA_XX.wav,fearful,2
7866,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_MTI_NEU_XX.wav,neutral,2
7867,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_ANG_XX.wav,angry,2
7868,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_SAD_XX.wav,sad,2
7869,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_NEU_XX.wav,neutral,2
7870,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_SAD_XX.wav,sad,2
7871,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_ANG_XX.wav,angry,2
7872,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_FEA_XX.wav,fearful,2
7873,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_DIS_XX.wav,disgust,2
7874,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_FEA_XX.wav,fearful,2
7875,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_HAP_XX.wav,happy,2
7876,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_HAP_XX.wav,happy,2
7877,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TAI_NEU_XX.wav,neutral,2
7878,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TIE_ANG_XX.wav,angry,2
7879,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_DIS_LO.wav,disgust,1
7880,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_FEA_HI.wav,fearful,3
7881,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_ANG_XX.wav,angry,2
7882,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_DIS_MD.wav,disgust,2
7883,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_TSI_SAD_XX.wav,sad,2
7884,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_SAD_XX.wav,sad,2
7885,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_HAP_XX.wav,happy,2
7886,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_DIS_XX.wav,disgust,2
7887,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_NEU_XX.wav,neutral,2
7888,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_NEU_XX.wav,neutral,2
7889,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_ANG_LO.wav,angry,1
7890,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_ANG_MD.wav,angry,2
7891,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_DFA_FEA_XX.wav,fearful,2
7892,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_ANG_HI.wav,angry,3
7893,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_HAP_XX.wav,happy,2
7894,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_DIS_XX.wav,disgust,2
7895,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_ANG_XX.wav,angry,2
7896,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_FEA_XX.wav,fearful,2
7897,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_DIS_HI.wav,disgust,3
7898,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1011_WSI_SAD_XX.wav,sad,2
7899,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_ITH_DIS_XX.wav,disgust,2
7900,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_HAP_LO.wav,happy,1
7901,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IOM_FEA_XX.wav,fearful,2
7902,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IOM_SAD_XX.wav,sad,2
7903,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_NEU_XX.wav,neutral,2
7904,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IOM_ANG_XX.wav,angry,2
7905,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IOM_DIS_XX.wav,disgust,2
7906,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_FEA_LO.wav,fearful,1
7907,/content/drive/MyDrive/Dataset/Emotional Speech Audio/CREMA-D/1012_IEO_SAD_MD.wav,sad,2
